기간,한국 수출금액,한국의대중국수출,한국의대미국수출,한국의대베트남수출,한국의대홍콩수출,한국의대일본수출
2019-12,"45,668,341,127 ","12,296,985,639 ","6,418,400,063 ","3,879,351,714 ","2,609,214,538 ","2,296,481,406 "
2020-01,"43,103,060,857 ","9,642,031,236 ","5,740,347,386 ","4,081,500,059 ","2,193,755,203 ","2,434,952,964 "
2020-02,"40,911,818,805 ","8,824,933,471 ","5,931,571,874 ","3,931,516,792 ","2,546,965,586 ","2,265,044,812 "
2020-03,"46,167,203,855 ","10,643,503,407 ","7,281,215,108 ","3,998,333,951 ","3,172,786,959 ","2,485,052,839 "
2020-04,"36,270,182,837 ","10,151,494,828 ","5,277,225,836 ","2,713,976,274 ","2,379,361,597 ","1,984,660,364 "
2020-05,"34,854,511,400 ","10,743,735,243 ","4,589,357,750 ","2,917,842,478 ","2,362,302,297 ","1,781,736,895 "
2020-06,"39,214,070,630 ","11,443,239,696 ","5,735,514,639 ","3,503,966,589 ","2,337,610,130 ","1,849,842,809 "
2020-07,"42,785,144,050 ","11,726,183,448 ","6,596,978,783 ","4,203,037,693 ","2,034,337,542 ","1,999,257,195 "
2020-08,"39,469,230,580 ","10,937,537,712 ","5,581,925,095 ","4,107,144,926 ","2,150,968,919 ","1,761,392,723 "
2020-09,"47,819,947,522 ","12,185,274,325 ","6,997,553,830 ","4,796,012,203 ","3,005,224,076 ","2,156,620,830 "
2020-10,"44,818,534,427 ","11,527,355,549 ","6,562,208,994 ","4,508,943,206 ","2,731,820,714 ","1,924,047,355 "
2020-11,"45,751,883,232 ","12,029,854,423 ","6,664,272,439 ","4,506,085,066 ","2,635,980,263 ","2,122,869,801 "
2020-12,"51,332,449,396 ","12,710,301,396 ","7,157,647,338 ","5,242,213,207 ","3,102,676,601 ","2,332,172,653 "
2021-01,"48,006,973,697 ","11,787,036,611 ","8,412,354,594 ","4,642,317,898 ","2,441,564,805 ","2,237,046,015 "
2021-02,"44,706,906,918 ","11,208,799,453 ","6,396,234,633 ","3,907,994,035 ","2,516,268,543 ","2,191,909,157 "
2021-03,"53,690,914,321 ","13,408,119,054 ","7,970,755,898 ","4,207,078,759 ","3,402,418,498 ","2,415,077,031 "
2021-04,"51,225,991,397 ","13,401,058,327 ","7,557,229,358 ","4,334,987,144 ","2,985,366,252 ","2,489,524,820 "
2021-05,"50,725,161,248 ","13,246,809,078 ","7,448,015,955 ","4,167,818,891 ","3,093,419,795 ","2,361,626,618 "
2021-06,"54,778,904,949 ","13,070,490,087 ","8,717,226,261 ","4,581,970,971 ","3,471,242,070 ","2,597,105,443 "
2021-07,"55,461,518,159 ","13,586,374,429 ","8,724,015,829 ","4,934,034,094 ","2,872,361,283 ","2,565,013,671 "
2021-08,"53,165,103,786 ","13,881,327,880 ","7,704,223,847 ","4,850,337,611 ","3,415,828,590 ","2,522,980,082 "
2021-09,"55,913,862,375 ","14,291,980,345 ","7,983,934,107 ","5,101,701,490 ","3,852,088,155 ","2,541,017,857 "
2021-10,"55,660,372,637 ","14,415,867,215 ","8,066,782,602 ","4,904,971,459 ","2,739,662,629 ","2,614,683,864 "
2021-11,"60,330,542,263 ","15,272,549,044 ","8,133,640,339 ","5,478,296,945 ","3,232,583,381 ","2,813,250,497 "
2021-12,"60,734,116,670 ","15,342,562,681 ","8,787,542,044 ","5,617,022,808 ","3,444,272,573 ","2,712,571,429 "
